pitcher,pitcher_name,p_throws,pitch_type,height,shoulder_pos,release_pos_x,release_pos_z,arm_angle
458681,Lance Lynn,R,FC,77.0,53.89999999999999,-40.038227848101265,66.81569620253164,72.0243916401915
458681,Lance Lynn,R,FF,77.0,53.9,-38.61594827586207,67.92698275862068,69.92286678748425
458681,Lance Lynn,R,SI,77.0,53.9,-38.78181818181818,66.864,71.39422206925546
458681,Lance Lynn,R,SL,77.0,53.9,-38.278461538461535,67.90307692307692,69.77556710429738
458681,Lance Lynn,R,ST,77.0,53.9,-41.144,65.072,74.78455921507117
471911,Carlos Carrasco,R,CH,76.0,53.199999999999996,-17.788629441624366,70.7092385786802,45.41305557654635
471911,Carlos Carrasco,R,CU,76.0,53.199999999999996,-14.968524590163934,72.14950819672131,38.193446459122555
471911,Carlos Carrasco,R,FF,76.0,53.199999999999996,-15.67626168224299,71.56205607476636,40.42203553344553
471911,Carlos Carrasco,R,SI,76.0,53.19999999999999,-15.742085889570552,71.20858895705521,41.06610548222652
471911,Carlos Carrasco,R,SL,76.0,53.2,-17.325333333333333,69.81133333333334,46.15311525144962
471911,Carlos Carrasco,R,ST,76.0,53.199999999999996,-18.161632653061222,69.09795918367347,48.67694964727112
472610,Luis García,R,FF,74.0,51.800000000000004,-27.70325581395349,75.29581395348836,49.647100917683325
472610,Luis García,R,FS,74.0,51.8,-26.27013698630137,75.6345205479452,47.75172396354978
472610,Luis García,R,PO,74.0,51.8,-26.52,75.96000000000001,47.66614894347636
472610,Luis García,R,SI,74.0,51.8,-26.666249999999998,75.71946428571428,48.08113964032528
472610,Luis García,R,SL,74.0,51.8,-28.816615384615382,74.15446153846153,52.164242596999706
472610,Luis García,R,ST,74.0,51.8,-29.816842105263156,73.98947368421052,53.30965369447252
489119,Wade Miley,L,CH,73.0,51.099999999999994,24.900000000000002,73.165,48.4566041578103
489119,Wade Miley,L,CU,73.0,51.099999999999994,22.88,75.8,42.743639988731424
489119,Wade Miley,L,FC,73.0,51.09999999999999,22.850666666666665,75.03466666666667,43.67163649264515
489119,Wade Miley,L,FF,73.0,51.099999999999994,21.1488,76.27680000000001,40.01122001492365
489119,Wade Miley,L,SI,73.0,51.099999999999994,21.213333333333335,74.91333333333334,41.683388898061146
489119,Wade Miley,L,SL,73.0,51.099999999999994,26.44,72.04,51.621889210247794
489446,Kirby Yates,R,FF,70.0,49.0,-29.68338028169014,61.84845070422535,66.55981143338802
489446,Kirby Yates,R,FS,70.0,49.0,-29.51758389261745,61.61073825503356,66.8250758578789
489446,Kirby Yates,R,PO,70.0,49.0,-35.04,62.64,68.73055895639953
489446,Kirby Yates,R,SL,70.0,49.0,-29.903999999999996,60.696000000000005,68.6002675334444
493603,Adam Ottavino,R,CH,77.0,53.9,-31.84266666666667,64.06133333333334,72.28443059056677
493603,Adam Ottavino,R,FC,77.0,53.9,-32.04727272727273,65.09454545454545,70.71961523510113
493603,Adam Ottavino,R,FF,77.0,53.9,-30.893333333333334,66.04,68.45287652324336
493603,Adam Ottavino,R,SI,77.0,53.9,-30.851275167785236,64.4496644295302,71.05736726843324
493603,Adam Ottavino,R,SL,77.0,53.9,-30.55764705882353,66.53647058823529,67.50451010335
493603,Adam Ottavino,R,ST,77.0,53.9,-33.14044444444445,63.401777777777774,73.9823685231638
500779,Jose Quintana,L,CH,73.0,51.099999999999994,27.138053097345132,69.89840707964602,55.300486900252466
